id_farmacia,id_producto,stock,precio
Fx6k1POKrtU2lrQWi9N5,7770101005824,86,65.95
Fx6k1POKrtU2lrQWi9N5,7770101005954,35,56.64
Fx6k1POKrtU2lrQWi9N5,7770101005992,22,36.85
Fx6k1POKrtU2lrQWi9N5,7770101006340,37,51.69
Fx6k1POKrtU2lrQWi9N5,7770101006395,93,14.88
Fx6k1POKrtU2lrQWi9N5,7770101006401,49,50.9
Fx6k1POKrtU2lrQWi9N5,7770101006418,8,42.79
Fx6k1POKrtU2lrQWi9N5,7770101006517,64,52.86
Fx6k1POKrtU2lrQWi9N5,7770101006524,58,57.29
Fx6k1POKrtU2lrQWi9N5,7770101006630,1,95.86
Fx6k1POKrtU2lrQWi9N5,7770101006678,84,51.06
Fx6k1POKrtU2lrQWi9N5,7770101006807,17,83.35
Fx6k1POKrtU2lrQWi9N5,7770101006937,61,57.82
Fx6k1POKrtU2lrQWi9N5,7770101006982,86,53.35
Fx6k1POKrtU2lrQWi9N5,7770101006999,86,82.36
Fx6k1POKrtU2lrQWi9N5,7770101007002,36,38.73
Fx6k1POKrtU2lrQWi9N5,7770101007125,32,52.08
Fx6k1POKrtU2lrQWi9N5,7770101007255,49,107.13
Fx6k1POKrtU2lrQWi9N5,7770101007316,89,86.13
Fx6k1POKrtU2lrQWi9N5,7770101007408,61,82.12
Fx6k1POKrtU2lrQWi9N5,7770101007422,6,36.19
Fx6k1POKrtU2lrQWi9N5,7770101007552,13,65.98
Fx6k1POKrtU2lrQWi9N5,7770101007606,24,73.13
Fx6k1POKrtU2lrQWi9N5,7770101007637,40,52.65
Fx6k1POKrtU2lrQWi9N5,7770101007750,27,22.29
Fx6k1POKrtU2lrQWi9N5,7770101007774,43,38.63
Fx6k1POKrtU2lrQWi9N5,7770101007910,44,31.77
Fx6k1POKrtU2lrQWi9N5,7770101007927,5,84.65
Fx6k1POKrtU2lrQWi9N5,7770101007965,0,76.03
Fx6k1POKrtU2lrQWi9N5,7770101007989,15,20.38
Fx6k1POKrtU2lrQWi9N5,7770101008030,37,68.77
Fx6k1POKrtU2lrQWi9N5,7770101008115,100,84.81
Fx6k1POKrtU2lrQWi9N5,7770101008184,40,89.63
Fx6k1POKrtU2lrQWi9N5,7770101008511,96,38.9
Fx6k1POKrtU2lrQWi9N5,7770101008962,44,50.89
Fx6k1POKrtU2lrQWi9N5,7770101009112,23,71.0
Fx6k1POKrtU2lrQWi9N5,7770101009129,53,26.2
Fx6k1POKrtU2lrQWi9N5,7770101009334,1,80.45
Fx6k1POKrtU2lrQWi9N5,7770101009419,0,97.16
Fx6k1POKrtU2lrQWi9N5,7770101009464,33,31.95
Fx6k1POKrtU2lrQWi9N5,7770101009532,21,72.05
Fx6k1POKrtU2lrQWi9N5,7770101009556,65,19.49
Fx6k1POKrtU2lrQWi9N5,7770101009785,20,51.82
Fx6k1POKrtU2lrQWi9N5,7770101009815,82,78.5
Fx6k1POKrtU2lrQWi9N5,7770102000002,74,91.22
Fx6k1POKrtU2lrQWi9N5,7770102000026,34,36.24
Fx6k1POKrtU2lrQWi9N5,7770102000033,25,52.41
Fx6k1POKrtU2lrQWi9N5,7770102000330,45,97.3
Fx6k1POKrtU2lrQWi9N5,7770102000361,35,15.8
Fx6k1POKrtU2lrQWi9N5,7770102000507,83,11.88
Fx6k1POKrtU2lrQWi9N5,7770102000590,54,55.99
Fx6k1POKrtU2lrQWi9N5,7770102000705,24,84.78
Fx6k1POKrtU2lrQWi9N5,7770102000897,29,59.86
Fx6k1POKrtU2lrQWi9N5,7770102000927,17,59.8
Fx6k1POKrtU2lrQWi9N5,7770102000934,88,77.7
Fx6k1POKrtU2lrQWi9N5,7770102001047,64,38.04
Fx6k1POKrtU2lrQWi9N5,7770102001061,32,47.77
Fx6k1POKrtU2lrQWi9N5,7770102001245,4,27.7
Fx6k1POKrtU2lrQWi9N5,7770102001283,9,84.08
Fx6k1POKrtU2lrQWi9N5,7770102001375,35,56.69
Fx6k1POKrtU2lrQWi9N5,7770102001382,66,32.61
Fx6k1POKrtU2lrQWi9N5,7770102001399,74,39.47
Fx6k1POKrtU2lrQWi9N5,7770102001498,14,39.79
Fx6k1POKrtU2lrQWi9N5,7770102001702,93,20.02
Fx6k1POKrtU2lrQWi9N5,7770102001849,88,59.28
Fx6k1POKrtU2lrQWi9N5,7770102001856,1,36.86
Fx6k1POKrtU2lrQWi9N5,7770102001863,58,12.4
Fx6k1POKrtU2lrQWi9N5,7770102001870,20,42.91
Fx6k1POKrtU2lrQWi9N5,7770102001887,97,18.91
Fx6k1POKrtU2lrQWi9N5,7770102001986,10,64.69
Fx6k1POKrtU2lrQWi9N5,7770102001993,35,32.18
Fx6k1POKrtU2lrQWi9N5,7770102002006,99,105.59
Fx6k1POKrtU2lrQWi9N5,7770102002082,27,54.35
Fx6k1POKrtU2lrQWi9N5,7770102002112,45,49.47
Fx6k1POKrtU2lrQWi9N5,7770102002143,13,89.68
Fx6k1POKrtU2lrQWi9N5,7770102002167,63,74.14
Fx6k1POKrtU2lrQWi9N5,7770102002402,4,68.96
Fx6k1POKrtU2lrQWi9N5,7770102002549,39,83.51
Fx6k1POKrtU2lrQWi9N5,7770102002587,11,87.43
Fx6k1POKrtU2lrQWi9N5,7770102002594,20,37.23
Fx6k1POKrtU2lrQWi9N5,7770102002648,19,84.44
Fx6k1POKrtU2lrQWi9N5,7770102002655,42,87.58
Fx6k1POKrtU2lrQWi9N5,7770102002662,33,57.48
Fx6k1POKrtU2lrQWi9N5,7770102002723,25,28.96
Fx6k1POKrtU2lrQWi9N5,7770102002860,54,17.29
Fx6k1POKrtU2lrQWi9N5,7770102002877,100,73.58
Fx6k1POKrtU2lrQWi9N5,7770102003256,34,60.83
Fx6k1POKrtU2lrQWi9N5,7770102003683,74,9.51
Fx6k1POKrtU2lrQWi9N5,7770102003935,29,51.09
Fx6k1POKrtU2lrQWi9N5,7770102003942,64,25.48
Fx6k1POKrtU2lrQWi9N5,7770102004093,84,81.62
Fx6k1POKrtU2lrQWi9N5,7770102004161,54,23.63
Fx6k1POKrtU2lrQWi9N5,7770102004208,23,25.72
Fx6k1POKrtU2lrQWi9N5,77701039,5,64.51
Fx6k1POKrtU2lrQWi9N5,7770105008760,64,80.32
Fx6k1POKrtU2lrQWi9N5,7770105008906,39,75.81
Fx6k1POKrtU2lrQWi9N5,7770105009170,94,42.31
Fx6k1POKrtU2lrQWi9N5,7770105009187,14,45.44
Fx6k1POKrtU2lrQWi9N5,7770105009248,8,11.27
Fx6k1POKrtU2lrQWi9N5,7770105009279,92,42.35
Fx6k1POKrtU2lrQWi9N5,7770105009293,20,19.74
Fx6k1POKrtU2lrQWi9N5,7770105009477,86,60.79
Fx6k1POKrtU2lrQWi9N5,7770105009507,4,91.48
Fx6k1POKrtU2lrQWi9N5,7770105009514,48,77.18
Fx6k1POKrtU2lrQWi9N5,7770105009521,85,11.32
Fx6k1POKrtU2lrQWi9N5,7770105009545,22,39.93
Fx6k1POKrtU2lrQWi9N5,7770105009576,41,67.93
Fx6k1POKrtU2lrQWi9N5,7770105009583,9,58.43
Fx6k1POKrtU2lrQWi9N5,7770105009644,23,93.35
Fx6k1POKrtU2lrQWi9N5,7770105009651,1,9.86
Fx6k1POKrtU2lrQWi9N5,7770105009736,34,59.04
Fx6k1POKrtU2lrQWi9N5,7770105009767,96,71.88
Fx6k1POKrtU2lrQWi9N5,7770105009798,2,58.12
Fx6k1POKrtU2lrQWi9N5,7770105009804,64,19.35
Fx6k1POKrtU2lrQWi9N5,7770105009835,8,91.67
Fx6k1POKrtU2lrQWi9N5,7770105009910,23,43.92
Fx6k1POKrtU2lrQWi9N5,7770108040637,31,47.49
Fx6k1POKrtU2lrQWi9N5,7770108040668,12,66.58
Fx6k1POKrtU2lrQWi9N5,7770108040934,23,54.2
Fx6k1POKrtU2lrQWi9N5,7770108040972,76,43.31
Fx6k1POKrtU2lrQWi9N5,7770108041238,75,16.06
Fx6k1POKrtU2lrQWi9N5,7770108041412,45,46.61
Fx6k1POKrtU2lrQWi9N5,7770108041863,39,19.1
Fx6k1POKrtU2lrQWi9N5,7770108043072,13,44.19
Fx6k1POKrtU2lrQWi9N5,7770108044086,2,14.2
Fx6k1POKrtU2lrQWi9N5,7770108044512,46,92.7
Fx6k1POKrtU2lrQWi9N5,7770108045373,12,52.72
Fx6k1POKrtU2lrQWi9N5,7770108046400,60,66.63
Fx6k1POKrtU2lrQWi9N5,7770108046424,55,47.39
Fx6k1POKrtU2lrQWi9N5,7770108047018,37,78.92
Fx6k1POKrtU2lrQWi9N5,7770108070108,10,68.53
Fx6k1POKrtU2lrQWi9N5,7770108070115,37,19.1
Fx6k1POKrtU2lrQWi9N5,7770108070191,30,82.53
Fx6k1POKrtU2lrQWi9N5,7770108070627,74,59.14
Fx6k1POKrtU2lrQWi9N5,7770108072041,44,16.11
Fx6k1POKrtU2lrQWi9N5,7770108072270,22,36.07
Fx6k1POKrtU2lrQWi9N5,7770108072287,11,92.17
Fx6k1POKrtU2lrQWi9N5,7770108072294,100,24.91
Fx6k1POKrtU2lrQWi9N5,7770108080626,33,44.8
Fx6k1POKrtU2lrQWi9N5,7770108081678,64,70.55
Fx6k1POKrtU2lrQWi9N5,7770108081937,52,58.84
Fx6k1POKrtU2lrQWi9N5,7770108082187,2,35.87
Fx6k1POKrtU2lrQWi9N5,7770108082279,4,32.01
Fx6k1POKrtU2lrQWi9N5,7770108082545,88,31.28
Fx6k1POKrtU2lrQWi9N5,7770108082736,43,90.41
Fx6k1POKrtU2lrQWi9N5,7770108083177,3,84.07
Fx6k1POKrtU2lrQWi9N5,7770108083184,85,83.95
Fx6k1POKrtU2lrQWi9N5,7770108083313,83,74.63
Fx6k1POKrtU2lrQWi9N5,7770108083443,10,22.53
Fx6k1POKrtU2lrQWi9N5,7770108085492,44,14.46
Fx6k1POKrtU2lrQWi9N5,7770108087151,57,22.21
Fx6k1POKrtU2lrQWi9N5,7770108087243,7,74.39
Fx6k1POKrtU2lrQWi9N5,7770108090038,29,106.63
Fx6k1POKrtU2lrQWi9N5,7770108090045,12,91.5
Fx6k1POKrtU2lrQWi9N5,7770108090069,86,17.8
Fx6k1POKrtU2lrQWi9N5,7770108100058,95,65.02
Fx6k1POKrtU2lrQWi9N5,7770108100164,2,78.79
Fx6k1POKrtU2lrQWi9N5,7770108100294,71,44.58
Fx6k1POKrtU2lrQWi9N5,7770108100393,21,85.33
Fx6k1POKrtU2lrQWi9N5,7770108100409,98,99.19
Fx6k1POKrtU2lrQWi9N5,7770108100430,54,64.12
Fx6k1POKrtU2lrQWi9N5,7770108100478,32,52.92
Fx6k1POKrtU2lrQWi9N5,7770108100980,33,64.36
Fx6k1POKrtU2lrQWi9N5,7770108101000,60,63.61
Fx6k1POKrtU2lrQWi9N5,7770108101086,43,13.15
Fx6k1POKrtU2lrQWi9N5,7770108101093,51,34.03
Fx6k1POKrtU2lrQWi9N5,7770108101918,48,20.29
Fx6k1POKrtU2lrQWi9N5,7770108102137,63,46.72
Fx6k1POKrtU2lrQWi9N5,7770108102380,78,27.33
Fx6k1POKrtU2lrQWi9N5,7770108102403,81,59.45
Fx6k1POKrtU2lrQWi9N5,7770108102472,12,44.73
Fx6k1POKrtU2lrQWi9N5,7770108102489,86,62.95
Fx6k1POKrtU2lrQWi9N5,7770108102588,3,11.98
Fx6k1POKrtU2lrQWi9N5,7770108102625,75,73.26
Fx6k1POKrtU2lrQWi9N5,7770108102632,13,19.87
Fx6k1POKrtU2lrQWi9N5,7770108103042,38,56.57
Fx6k1POKrtU2lrQWi9N5,7770108103127,44,46.14
Fx6k1POKrtU2lrQWi9N5,7770108103844,7,67.73
Fx6k1POKrtU2lrQWi9N5,7770108104070,35,77.05
Fx6k1POKrtU2lrQWi9N5,7770108104162,11,22.55
Fx6k1POKrtU2lrQWi9N5,7770108104278,28,67.09
Fx6k1POKrtU2lrQWi9N5,7770108104308,87,39.47
Fx6k1POKrtU2lrQWi9N5,7770108104339,27,46.75
Fx6k1POKrtU2lrQWi9N5,7770108104445,1,50.85
Fx6k1POKrtU2lrQWi9N5,7770108104636,15,23.49
Fx6k1POKrtU2lrQWi9N5,7770108104643,44,73.92
Fx6k1POKrtU2lrQWi9N5,7770108104797,56,24.87
Fx6k1POKrtU2lrQWi9N5,7770108105145,74,80.11
Fx6k1POKrtU2lrQWi9N5,7770108105336,1,21.58
Fx6k1POKrtU2lrQWi9N5,7770108105473,35,96.95
Fx6k1POKrtU2lrQWi9N5,7770108105817,71,46.44
Fx6k1POKrtU2lrQWi9N5,7770108105855,50,51.65
Fx6k1POKrtU2lrQWi9N5,7770108105954,35,51.93
Fx6k1POKrtU2lrQWi9N5,7770108105985,12,46.38
Fx6k1POKrtU2lrQWi9N5,7770108106050,35,88.08
Fx6k1POKrtU2lrQWi9N5,7770108106227,95,17.97
Fx6k1POKrtU2lrQWi9N5,7770108106326,34,77.35
Fx6k1POKrtU2lrQWi9N5,7770108106333,72,12.73
Fx6k1POKrtU2lrQWi9N5,7770108106517,71,24.57
Fx6k1POKrtU2lrQWi9N5,7770108106562,15,70.94
Fx6k1POKrtU2lrQWi9N5,7770108106579,62,30.23
Fx6k1POKrtU2lrQWi9N5,7770108106746,55,63.38
Fx6k1POKrtU2lrQWi9N5,7770108110071,67,100.57
Fx6k1POKrtU2lrQWi9N5,7770108110095,77,50.05
Fx6k1POKrtU2lrQWi9N5,7770108110392,24,83.32
Fx6k1POKrtU2lrQWi9N5,7770108110583,17,63.05
Fx6k1POKrtU2lrQWi9N5,7770108120322,33,107.94
Fx6k1POKrtU2lrQWi9N5,7770108120339,22,39.86
Fx6k1POKrtU2lrQWi9N5,7770108120391,95,80.6
Fx6k1POKrtU2lrQWi9N5,7770108120827,73,61.09
Fx6k1POKrtU2lrQWi9N5,7770108122111,22,45.17
Fx6k1POKrtU2lrQWi9N5,7770108122203,34,106.2
Fx6k1POKrtU2lrQWi9N5,7770108129028,5,13.02
Fx6k1POKrtU2lrQWi9N5,7770108129257,90,96.13
Fx6k1POKrtU2lrQWi9N5,77701082,74,12.62
Fx6k1POKrtU2lrQWi9N5,7770108210122,16,92.32
Fx6k1POKrtU2lrQWi9N5,7770108211280,84,29.39
Fx6k1POKrtU2lrQWi9N5,7770108213093,67,40.86
Fx6k1POKrtU2lrQWi9N5,7770108213154,22,70.19
Fx6k1POKrtU2lrQWi9N5,7770108215875,91,23.35
Fx6k1POKrtU2lrQWi9N5,7770108260240,82,33.84
Fx6k1POKrtU2lrQWi9N5,7770108260714,74,38.12
Fx6k1POKrtU2lrQWi9N5,7770108262848,2,56.46
Fx6k1POKrtU2lrQWi9N5,7770108262855,25,46.66
Fx6k1POKrtU2lrQWi9N5,7770108265405,18,34.17
Fx6k1POKrtU2lrQWi9N5,7770108265511,22,44.14
Fx6k1POKrtU2lrQWi9N5,7770108265535,96,42.87
Fx6k1POKrtU2lrQWi9N5,7770108265825,14,72.63
Fx6k1POKrtU2lrQWi9N5,7770108266099,33,42.42
Fx6k1POKrtU2lrQWi9N5,7770108266860,6,21.12
Fx6k1POKrtU2lrQWi9N5,7770108267324,37,48.38
Fx6k1POKrtU2lrQWi9N5,7770108267331,73,16.39
Fx6k1POKrtU2lrQWi9N5,7770108267485,78,69.54
Fx6k1POKrtU2lrQWi9N5,7770108267553,61,62.99
Fx6k1POKrtU2lrQWi9N5,7770108267720,17,75.2
Fx6k1POKrtU2lrQWi9N5,7770108268734,33,83.89
Fx6k1POKrtU2lrQWi9N5,7770108268970,27,11.61
Fx6k1POKrtU2lrQWi9N5,7770108269557,51,78.26
Fx6k1POKrtU2lrQWi9N5,7770108269700,77,21.74
Fx6k1POKrtU2lrQWi9N5,7770108280651,94,56.19
Fx6k1POKrtU2lrQWi9N5,7770108300045,56,67.61
Fx6k1POKrtU2lrQWi9N5,7770108300052,60,57.52
Fx6k1POKrtU2lrQWi9N5,7770108301561,15,26.57
Fx6k1POKrtU2lrQWi9N5,7770108610014,72,71.26
Fx6k1POKrtU2lrQWi9N5,7770108610076,45,69.29
Fx6k1POKrtU2lrQWi9N5,7770108610106,42,78.08
Fx6k1POKrtU2lrQWi9N5,7770108610113,52,80.34
Fx6k1POKrtU2lrQWi9N5,7770108610151,45,49.47
Fx6k1POKrtU2lrQWi9N5,7770108610267,79,63.18
Fx6k1POKrtU2lrQWi9N5,7770108610335,67,82.38
Fx6k1POKrtU2lrQWi9N5,7770108610359,8,26.99
Fx6k1POKrtU2lrQWi9N5,7770108610397,32,59.06
Fx6k1POKrtU2lrQWi9N5,7770108610564,9,93.28
Fx6k1POKrtU2lrQWi9N5,7770108610595,8,65.72
Fx6k1POKrtU2lrQWi9N5,7770108610618,41,92.87
Fx6k1POKrtU2lrQWi9N5,7770108610649,58,89.48
Fx6k1POKrtU2lrQWi9N5,7770108610724,25,92.82
Fx6k1POKrtU2lrQWi9N5,7770108610908,13,45.27
Fx6k1POKrtU2lrQWi9N5,7770108610915,85,54.28
Fx6k1POKrtU2lrQWi9N5,7770108611028,31,76.65
Fx6k1POKrtU2lrQWi9N5,7770108670100,5,13.33
Fx6k1POKrtU2lrQWi9N5,7770108750284,53,72.6
Fx6k1POKrtU2lrQWi9N5,7770108750352,58,88.42
Fx6k1POKrtU2lrQWi9N5,7770108750383,52,57.63
Fx6k1POKrtU2lrQWi9N5,7770108750444,2,69.8
Fx6k1POKrtU2lrQWi9N5,7770108750840,32,62.64
Fx6k1POKrtU2lrQWi9N5,7770108750949,58,51.59
Fx6k1POKrtU2lrQWi9N5,7770108751267,62,66.75
Fx6k1POKrtU2lrQWi9N5,7770108751328,10,41.96
Fx6k1POKrtU2lrQWi9N5,7770108751472,11,18.31
Fx6k1POKrtU2lrQWi9N5,7770108751489,91,37.41
Fx6k1POKrtU2lrQWi9N5,7770108830115,51,58.6
Fx6k1POKrtU2lrQWi9N5,7770108830122,100,32.93
Fx6k1POKrtU2lrQWi9N5,7770108830207,35,56.25
Fx6k1POKrtU2lrQWi9N5,7770108830344,55,91.95
Fx6k1POKrtU2lrQWi9N5,7770108830351,32,19.58
Fx6k1POKrtU2lrQWi9N5,7770108870036,83,87.25
Fx6k1POKrtU2lrQWi9N5,7770108870050,90,84.39
Fx6k1POKrtU2lrQWi9N5,7770109040018,72,10.87
Fx6k1POKrtU2lrQWi9N5,7770109040223,76,75.57
Fx6k1POKrtU2lrQWi9N5,7770109560080,68,76.96
Fx6k1POKrtU2lrQWi9N5,7770109560233,30,55.5
Fx6k1POKrtU2lrQWi9N5,77701138,1,38.57
Fx6k1POKrtU2lrQWi9N5,7771011000084,50,56.66
Fx6k1POKrtU2lrQWi9N5,7771011250014,77,67.2
Fx6k1POKrtU2lrQWi9N5,7771011350301,5,19.94
Fx6k1POKrtU2lrQWi9N5,7771011350493,26,10.02
Fx6k1POKrtU2lrQWi9N5,7771011350523,60,29.91
Fx6k1POKrtU2lrQWi9N5,7771011350554,63,39.74
Fx6k1POKrtU2lrQWi9N5,7771011350684,18,80.92
Fx6k1POKrtU2lrQWi9N5,7771011351124,8,57.6
Fx6k1POKrtU2lrQWi9N5,7771011351216,41,35.43
Fx6k1POKrtU2lrQWi9N5,7771011351346,64,24.35
Fx6k1POKrtU2lrQWi9N5,7771501000013,7,35.06
Fx6k1POKrtU2lrQWi9N5,7771605000124,10,57.12
Fx6k1POKrtU2lrQWi9N5,7771605000889,78,44.28
Fx6k1POKrtU2lrQWi9N5,77716064,50,37.27
Fx6k1POKrtU2lrQWi9N5,7771609000526,49,35.97
Fx6k1POKrtU2lrQWi9N5,7771609000847,80,34.71
Fx6k1POKrtU2lrQWi9N5,7771609001684,50,21.83
Fx6k1POKrtU2lrQWi9N5,7771609001691,13,51.42
Fx6k1POKrtU2lrQWi9N5,7771609002018,50,22.37
Fx6k1POKrtU2lrQWi9N5,7771609003251,13,52.23
Fx6k1POKrtU2lrQWi9N5,7774904360456,51,79.63
Fx6k1POKrtU2lrQWi9N5,7775005010172,99,44.05
Fx6k1POKrtU2lrQWi9N5,7775005010202,16,56.34
Fx6k1POKrtU2lrQWi9N5,7775005010219,16,99.07
Fx6k1POKrtU2lrQWi9N5,7775005010424,82,30.4
Fx6k1POKrtU2lrQWi9N5,7775005010431,12,70.08
Fx6k1POKrtU2lrQWi9N5,7775021950032,76,56.02
Fx6k1POKrtU2lrQWi9N5,7775021950049,20,107.64
Fx6k1POKrtU2lrQWi9N5,7775021950056,28,65.8
Fx6k1POKrtU2lrQWi9N5,7775021950063,94,89.25
Fx6k1POKrtU2lrQWi9N5,77751027,92,20.63
Fx6k1POKrtU2lrQWi9N5,7775110010098,0,17.3
Fx6k1POKrtU2lrQWi9N5,7776500000033,49,10.83
Fx6k1POKrtU2lrQWi9N5,7776570160514,83,49.86
Fx6k1POKrtU2lrQWi9N5,7776570160521,72,31.29
Fx6k1POKrtU2lrQWi9N5,7776570160538,43,18.61
Fx6k1POKrtU2lrQWi9N5,7776570160545,19,24.14
Fx6k1POKrtU2lrQWi9N5,77768056,89,70.46
Fx6k1POKrtU2lrQWi9N5,777906052480,60,59.99
Fx6k1POKrtU2lrQWi9N5,7779970676579,40,49.71
Fx6k1POKrtU2lrQWi9N5,7790375001667,59,22.68
Fx6k1POKrtU2lrQWi9N5,7790375262426,94,89.82
Fx6k1POKrtU2lrQWi9N5,779050014184,27,36.98
Fx6k1POKrtU2lrQWi9N5,7790520009494,11,51.56
Fx6k1POKrtU2lrQWi9N5,7790520014177,1,28.73
Fx6k1POKrtU2lrQWi9N5,7790520014207,5,14.86
Fx6k1POKrtU2lrQWi9N5,7790520990648,15,49.03
Fx6k1POKrtU2lrQWi9N5,7790520998934,84,44.25
Fx6k1POKrtU2lrQWi9N5,7791293004976,11,10.16
Fx6k1POKrtU2lrQWi9N5,7791293027500,95,54.39
Fx6k1POKrtU2lrQWi9N5,7791293045931,90,26.97
Fx6k1POKrtU2lrQWi9N5,7791293048475,40,39.03
Fx6k1POKrtU2lrQWi9N5,7791763002280,76,66.93
Fx6k1POKrtU2lrQWi9N5,7791763337696,89,20.7
Fx6k1POKrtU2lrQWi9N5,7792129000353,58,61.44
Fx6k1POKrtU2lrQWi9N5,7793640002093,44,77.36
Fx6k1POKrtU2lrQWi9N5,7793640211396,61,54.57
Fx6k1POKrtU2lrQWi9N5,7793640211419,89,44.99
Fx6k1POKrtU2lrQWi9N5,7793640215479,5,61.93
Fx6k1POKrtU2lrQWi9N5,7793640216353,85,48.35
Fx6k1POKrtU2lrQWi9N5,7793640217985,76,31.72
Fx6k1POKrtU2lrQWi9N5,7793640991755,25,29.45
Fx6k1POKrtU2lrQWi9N5,7793640992516,78,42.01
Fx6k1POKrtU2lrQWi9N5,7793742007583,8,52.43
Fx6k1POKrtU2lrQWi9N5,7794626999314,52,73.24
Fx6k1POKrtU2lrQWi9N5,7795312100090,41,88.23
Fx6k1POKrtU2lrQWi9N5,7795320000245,67,66.85
Fx6k1POKrtU2lrQWi9N5,7795320000269,53,102.11
Fx6k1POKrtU2lrQWi9N5,7795323774198,66,71.63
Fx6k1POKrtU2lrQWi9N5,7795323774228,28,66.89
Fx6k1POKrtU2lrQWi9N5,7795337862386,71,35.15
Fx6k1POKrtU2lrQWi9N5,7795345010540,89,92.3
Fx6k1POKrtU2lrQWi9N5,7795345010601,96,51.43
Fx6k1POKrtU2lrQWi9N5,7795345122045,78,69.04
Fx6k1POKrtU2lrQWi9N5,7795368001563,25,96.58
Fx6k1POKrtU2lrQWi9N5,7795368001938,0,97.91
Fx6k1POKrtU2lrQWi9N5,7795368002027,51,14.58
Fx6k1POKrtU2lrQWi9N5,7795368054019,28,44.65
Fx6k1POKrtU2lrQWi9N5,7795368054477,90,87.82
Fx6k1POKrtU2lrQWi9N5,7795368055207,69,41.65
Fx6k1POKrtU2lrQWi9N5,7795368055276,66,75.86
Fx6k1POKrtU2lrQWi9N5,7795368547283,66,62.28
Fx6k1POKrtU2lrQWi9N5,7798016922463,53,23.1
Fx6k1POKrtU2lrQWi9N5,7798016922487,52,84.43
Fx6k1POKrtU2lrQWi9N5,7798032934754,68,38.47
Fx6k1POKrtU2lrQWi9N5,7798032936147,92,36.61
Fx6k1POKrtU2lrQWi9N5,7798032938356,81,39.03
Fx6k1POKrtU2lrQWi9N5,7798051850691,35,55.4
Fx6k1POKrtU2lrQWi9N5,77980755,75,82.55
Fx6k1POKrtU2lrQWi9N5,7798176009165,74,64.3
Fx6k1POKrtU2lrQWi9N5,7798181641497,79,41.9
Fx6k1POKrtU2lrQWi9N5,7798181642081,19,97.49
Fx6k1POKrtU2lrQWi9N5,7800007120090,27,18.55
Fx6k1POKrtU2lrQWi9N5,7800007143112,10,36.89
Fx6k1POKrtU2lrQWi9N5,7800007155719,31,17.92
Fx6k1POKrtU2lrQWi9N5,7800007421883,42,20.4
Fx6k1POKrtU2lrQWi9N5,7800007483997,79,103.45
Fx6k1POKrtU2lrQWi9N5,7800007484024,76,82.42
Fx6k1POKrtU2lrQWi9N5,7800007727534,100,20.88
Fx6k1POKrtU2lrQWi9N5,7800007794215,37,17.5
Fx6k1POKrtU2lrQWi9N5,7800017025286,22,78.83
Fx6k1POKrtU2lrQWi9N5,7800018080116,0,75.38
Fx6k1POKrtU2lrQWi9N5,7800026012000,68,53.8
Fx6k1POKrtU2lrQWi9N5,7800026013021,65,10.68
Fx6k1POKrtU2lrQWi9N5,7800026015261,45,34.38
Fx6k1POKrtU2lrQWi9N5,7800026015278,20,72.06
Fx6k1POKrtU2lrQWi9N5,7800026015469,17,23.2
Fx6k1POKrtU2lrQWi9N5,7800026015506,74,38.04
Fx6k1POKrtU2lrQWi9N5,7800026015551,85,46.73
Fx6k1POKrtU2lrQWi9N5,7800026015650,94,39.81
Fx6k1POKrtU2lrQWi9N5,7800026019184,64,79.85
Fx6k1POKrtU2lrQWi9N5,7800026024539,21,88.47
Fx6k1POKrtU2lrQWi9N5,7800026061930,95,23.5
Fx6k1POKrtU2lrQWi9N5,7800026547861,61,52.31
Fx6k1POKrtU2lrQWi9N5,7800028002740,81,48.24
Fx6k1POKrtU2lrQWi9N5,7800028002757,91,84.26
Fx6k1POKrtU2lrQWi9N5,7800060003095,28,49.56
Fx6k1POKrtU2lrQWi9N5,7800060011816,24,23.34
Fx6k1POKrtU2lrQWi9N5,7800060040229,67,12.49
Fx6k1POKrtU2lrQWi9N5,7800060111189,4,81.11
Fx6k1POKrtU2lrQWi9N5,7800060112315,50,75.41
Fx6k1POKrtU2lrQWi9N5,7800060118782,82,90.42
Fx6k1POKrtU2lrQWi9N5,7800060122116,67,26.7
Fx6k1POKrtU2lrQWi9N5,7800060122383,74,44.76
Fx6k1POKrtU2lrQWi9N5,7800060124240,92,73.23
Fx6k1POKrtU2lrQWi9N5,7800060125995,10,24.41
Fx6k1POKrtU2lrQWi9N5,7800060132429,26,69.64
Fx6k1POKrtU2lrQWi9N5,7800060405844,4,74.56
Fx6k1POKrtU2lrQWi9N5,7800060410176,58,17.12
Fx6k1POKrtU2lrQWi9N5,7800060411814,70,84.74
Fx6k1POKrtU2lrQWi9N5,7800060414082,82,91.83
Fx6k1POKrtU2lrQWi9N5,7800060414167,42,48.12
Fx6k1POKrtU2lrQWi9N5,7800061031288,77,13.3
Fx6k1POKrtU2lrQWi9N5,7800063001661,20,34.62
Fx6k1POKrtU2lrQWi9N5,7800063003481,44,60.62
Fx6k1POKrtU2lrQWi9N5,7800063116372,11,25.42
Fx6k1POKrtU2lrQWi9N5,7800063160016,93,28.33
Fx6k1POKrtU2lrQWi9N5,7800063160047,7,81.49
Fx6k1POKrtU2lrQWi9N5,7800063160061,2,37.9
Fx6k1POKrtU2lrQWi9N5,7800070000039,18,64.43
Fx6k1POKrtU2lrQWi9N5,7800070000046,11,12.99
